paper,table,backbone,dataset,method,nfe_as_reported,guidance_as_reported,metric,value,higher_better,units,source_url
cfg_ctrl,2,Flux-dev,MS-COCO held-out 5k pairs,without external CFG,not specified in table,model-specific default,HPSv2.1,0.228,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,Flux-dev,MS-COCO held-out 5k pairs,without external CFG,not specified in table,model-specific default,MPS,5.9592,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,Flux-dev,MS-COCO held-out 5k pairs,CFG,not specified in table,model-specific default,FID,27.323,False,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,Flux-dev,MS-COCO held-out 5k pairs,CFG,not specified in table,model-specific default,CLIP,0.3692,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,Flux-dev,MS-COCO held-out 5k pairs,CFG,not specified in table,model-specific default,Aesthetic,5.5397,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,Flux-dev,MS-COCO held-out 5k pairs,CFG,not specified in table,model-specific default,ImageReward,0.8749,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,Flux-dev,MS-COCO held-out 5k pairs,CFG,not specified in table,model-specific default,PickScore,0.2228,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,Flux-dev,MS-COCO held-out 5k pairs,CFG,not specified in table,model-specific default,HPSv2,0.2917,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,Flux-dev,MS-COCO held-out 5k pairs,CFG,not specified in table,model-specific default,HPSv2.1,0.2828,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,Flux-dev,MS-COCO held-out 5k pairs,CFG,not specified in table,model-specific default,MPS,7.8387,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,Flux-dev,MS-COCO held-out 5k pairs,CFG-Zero⋆,not specified in table,model-specific default,FID,26.901,False,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,Flux-dev,MS-COCO held-out 5k pairs,CFG-Zero⋆,not specified in table,model-specific default,CLIP,0.3742,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,Flux-dev,MS-COCO held-out 5k pairs,CFG-Zero⋆,not specified in table,model-specific default,Aesthetic,5.7053,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,Flux-dev,MS-COCO held-out 5k pairs,CFG-Zero⋆,not specified in table,model-specific default,ImageReward,1.03,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,Flux-dev,MS-COCO held-out 5k pairs,CFG-Zero⋆,not specified in table,model-specific default,PickScore,0.2262,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,Flux-dev,MS-COCO held-out 5k pairs,CFG-Zero⋆,not specified in table,model-specific default,HPSv2,0.2987,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,Flux-dev,MS-COCO held-out 5k pairs,CFG-Zero⋆,not specified in table,model-specific default,HPSv2.1,0.2992,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,Flux-dev,MS-COCO held-out 5k pairs,CFG-Zero⋆,not specified in table,model-specific default,MPS,8.1573,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,Flux-dev,MS-COCO held-out 5k pairs,Rect-CFG++,not specified in table,model-specific default,FID,27.219,False,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,Flux-dev,MS-COCO held-out 5k pairs,Rect-CFG++,not specified in table,model-specific default,CLIP,0.3728,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,Flux-dev,MS-COCO held-out 5k pairs,Rect-CFG++,not specified in table,model-specific default,Aesthetic,5.6909,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,Flux-dev,MS-COCO held-out 5k pairs,Rect-CFG++,not specified in table,model-specific default,ImageReward,1.0075,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,Flux-dev,MS-COCO held-out 5k pairs,Rect-CFG++,not specified in table,model-specific default,PickScore,0.2252,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,Flux-dev,MS-COCO held-out 5k pairs,Rect-CFG++,not specified in table,model-specific default,HPSv2,0.2974,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,Flux-dev,MS-COCO held-out 5k pairs,Rect-CFG++,not specified in table,model-specific default,HPSv2.1,0.2963,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,Flux-dev,MS-COCO held-out 5k pairs,Rect-CFG++,not specified in table,model-specific default,MPS,7.9746,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,Flux-dev,MS-COCO held-out 5k pairs,SMC-CFG,not specified in table,model-specific default,FID,26.398,False,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,Flux-dev,MS-COCO held-out 5k pairs,SMC-CFG,not specified in table,model-specific default,CLIP,0.3743,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,Flux-dev,MS-COCO held-out 5k pairs,SMC-CFG,not specified in table,model-specific default,Aesthetic,5.7342,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,Flux-dev,MS-COCO held-out 5k pairs,SMC-CFG,not specified in table,model-specific default,ImageReward,1.0558,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,Flux-dev,MS-COCO held-out 5k pairs,SMC-CFG,not specified in table,model-specific default,PickScore,0.2268,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,Flux-dev,MS-COCO held-out 5k pairs,SMC-CFG,not specified in table,model-specific default,HPSv2,0.2986,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,Flux-dev,MS-COCO held-out 5k pairs,SMC-CFG,not specified in table,model-specific default,HPSv2.1,0.3021,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,Flux-dev,MS-COCO held-out 5k pairs,SMC-CFG,not specified in table,model-specific default,MPS,8.2307,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,Qwen-Image,MS-COCO held-out 5k pairs,without external CFG,not specified in table,model-specific default,FID,24.894,False,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,Qwen-Image,MS-COCO held-out 5k pairs,without external CFG,not specified in table,model-specific default,CLIP,0.3626,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,Qwen-Image,MS-COCO held-out 5k pairs,without external CFG,not specified in table,model-specific default,Aesthetic,5.4081,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,Qwen-Image,MS-COCO held-out 5k pairs,without external CFG,not specified in table,model-specific default,ImageReward,0.5742,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,Qwen-Image,MS-COCO held-out 5k pairs,without external CFG,not specified in table,model-specific default,PickScore,0.2157,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,Qwen-Image,MS-COCO held-out 5k pairs,without external CFG,not specified in table,model-specific default,HPSv2,0.2815,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,Qwen-Image,MS-COCO held-out 5k pairs,without external CFG,not specified in table,model-specific default,HPSv2.1,0.2613,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,Qwen-Image,MS-COCO held-out 5k pairs,without external CFG,not specified in table,model-specific default,MPS,6.7152,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,Qwen-Image,MS-COCO held-out 5k pairs,CFG,not specified in table,model-specific default,FID,35.431,False,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,Qwen-Image,MS-COCO held-out 5k pairs,CFG,not specified in table,model-specific default,CLIP,0.3815,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,Qwen-Image,MS-COCO held-out 5k pairs,CFG,not specified in table,model-specific default,Aesthetic,5.5995,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,Qwen-Image,MS-COCO held-out 5k pairs,CFG,not specified in table,model-specific default,ImageReward,1.1063,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,Qwen-Image,MS-COCO held-out 5k pairs,CFG,not specified in table,model-specific default,PickScore,0.226,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,Qwen-Image,MS-COCO held-out 5k pairs,CFG,not specified in table,model-specific default,HPSv2,0.2996,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,Qwen-Image,MS-COCO held-out 5k pairs,CFG,not specified in table,model-specific default,HPSv2.1,0.3038,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,Qwen-Image,MS-COCO held-out 5k pairs,CFG,not specified in table,model-specific default,MPS,8.1852,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,Qwen-Image,MS-COCO held-out 5k pairs,CFG-Zero⋆,not specified in table,model-specific default,FID,35.391,False,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,Qwen-Image,MS-COCO held-out 5k pairs,CFG-Zero⋆,not specified in table,model-specific default,CLIP,0.3822,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,Qwen-Image,MS-COCO held-out 5k pairs,CFG-Zero⋆,not specified in table,model-specific default,Aesthetic,5.6598,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,Qwen-Image,MS-COCO held-out 5k pairs,CFG-Zero⋆,not specified in table,model-specific default,ImageReward,1.1941,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,Qwen-Image,MS-COCO held-out 5k pairs,CFG-Zero⋆,not specified in table,model-specific default,PickScore,0.2279,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,Qwen-Image,MS-COCO held-out 5k pairs,CFG-Zero⋆,not specified in table,model-specific default,HPSv2,0.3019,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,Qwen-Image,MS-COCO held-out 5k pairs,CFG-Zero⋆,not specified in table,model-specific default,HPSv2.1,0.3092,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,Qwen-Image,MS-COCO held-out 5k pairs,CFG-Zero⋆,not specified in table,model-specific default,MPS,8.3739,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,Qwen-Image,MS-COCO held-out 5k pairs,Rect-CFG++,not specified in table,model-specific default,FID,34.371,False,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,Qwen-Image,MS-COCO held-out 5k pairs,Rect-CFG++,not specified in table,model-specific default,CLIP,0.3834,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,Qwen-Image,MS-COCO held-out 5k pairs,Rect-CFG++,not specified in table,model-specific default,Aesthetic,5.6007,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,Qwen-Image,MS-COCO held-out 5k pairs,Rect-CFG++,not specified in table,model-specific default,ImageReward,1.1727,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,Qwen-Image,MS-COCO held-out 5k pairs,Rect-CFG++,not specified in table,model-specific default,PickScore,0.2276,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,Qwen-Image,MS-COCO held-out 5k pairs,Rect-CFG++,not specified in table,model-specific default,HPSv2,0.3017,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,Qwen-Image,MS-COCO held-out 5k pairs,Rect-CFG++,not specified in table,model-specific default,HPSv2.1,0.3068,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,Qwen-Image,MS-COCO held-out 5k pairs,Rect-CFG++,not specified in table,model-specific default,MPS,8.1026,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,Qwen-Image,MS-COCO held-out 5k pairs,SMC-CFG,not specified in table,model-specific default,FID,33.371,False,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,Qwen-Image,MS-COCO held-out 5k pairs,SMC-CFG,not specified in table,model-specific default,CLIP,0.3856,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,Qwen-Image,MS-COCO held-out 5k pairs,SMC-CFG,not specified in table,model-specific default,Aesthetic,5.6289,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,Qwen-Image,MS-COCO held-out 5k pairs,SMC-CFG,not specified in table,model-specific default,ImageReward,1.2035,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,Qwen-Image,MS-COCO held-out 5k pairs,SMC-CFG,not specified in table,model-specific default,PickScore,0.2275,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,Qwen-Image,MS-COCO held-out 5k pairs,SMC-CFG,not specified in table,model-specific default,HPSv2,0.3026,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,Qwen-Image,MS-COCO held-out 5k pairs,SMC-CFG,not specified in table,model-specific default,HPSv2.1,0.3105,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,Qwen-Image,MS-COCO held-out 5k pairs,SMC-CFG,not specified in table,model-specific default,MPS,8.432,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
